probeID;probesetid;sequencesourceid;GeneSymbol;GeneName;wilcox.pvalue;FoldChange;wilcox.pvalue.ubc;FoldChange.ubc;FDR.wilcox.ubc;wilcox.pvalue.grng;FoldChange.grng;FDR.wilcox.grng;X7_HighlyReproducedProbeSets_Bonferroni;X599_ReproducedProbeSets_FDR;Laval_clusters;UBC_clusters;GRNG_clusters
X100127321_TGI_at;100127321_TGI_at;NM_016588;NRN1;neuritin 1;0,00000000000087500000;0,656540939;0,027216682;0,881420254;0,051218159;0,784830893;1,017611449;0,861549716;0;0;NA;NA;NA
X100127385_TGI_at;100127385_TGI_at;BM705209;;;0,00000076900000000000;1,321128134;0,306580596;1,095087842;0,355562886;0,034281134;1,360717439;0,09276918;0;0;NA;NA;NA
X100127386_TGI_at;100127386_TGI_at;NM_002725;PRELP;proline/arginine-rich end leucine-rich repeat protein;0,00000028600000000000;0,705113735;0,447887452;0,919742577;0,490666641;0,493698061;0,996017968;0,628679909;0;0;NA;NA;NA
X100127463_TGI_at;100127463_TGI_at;AF063657;FLT1;fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor);0,00000000069800000000;0,754908757;4,43E-05;0,771083147;0,000631699;0,350421333;0,927512844;0,489132939;0;0;NA;NA;NA
X100127469_TGI_at;100127469_TGI_at;NM_003238;TGFB2;transforming growth factor, beta 2;0,00000001950000000000;0,747349354;0,035393331;0,872545075;0,062368892;0,402347064;0,901070484;0,542112532;0;0;NA;NA;NA
X100127479_TGI_at;100127479_TGI_at;DC343925;MRPS15;mitochondrial ribosomal protein S15;0,00000003040000000000;1,302877689;0,024931798;1,082079173;0,048059321;0,002886902;1,227808596;0,017893238;0;1;U4;U1;U1
X100127490_TGI_at;100127490_TGI_at;NM_018992;KCTD5;potassium channel tetramerisation domain containing 5;0,00000000004700000000;1,268127856;0,00020789;1,175292131;0,001666738;0,055034692;1,171060619;0,12937769;0;0;NA;NA;NA
X100127506_TGI_at;100127506_TGI_at;AF131214;SNX9;sorting nexin 9;0,00000120000000000000;1,316962993;0,13209773;1,082340692;0,175784882;0,91436561;1,019721895;0,951873502;0;0;NA;NA;NA
X100127543_TGI_at;100127543_TGI_at;AK091057;;hypothetical protein LOC285535;0,00000062800000000000;0,791372574;0,680711217;0,993071225;0,709092518;0,043170182;0,837609391;0,107774978;0;0;NA;NA;NA
X100127552_TGI_at;100127552_TGI_at;ENST00000254898;MATN2;matrilin 2;0,00000001150000000000;0,695505801;0,370033643;0,914363054;0,417145307;0,660894461;0,894059004;0,764285198;0;0;NA;NA;NA
X100127559_TGI_at;100127559_TGI_at;AY344083;TXNRD1;thioredoxin reductase 1;0,00000000004520000000;1,45509599;0,018405177;1,132724819;0,038246218;0,000495904;1,319927404;0,006356879;0;1;U2;U1;U1
X100127560_TGI_at;100127560_TGI_at;BG498372;;;0,00000000000000013800;2,065206943;6,93E-07;1,693970218;5,20E-05;0,005306726;1,419292526;0,025993282;0;1;U5;U2;U1
X100127567_TGI_at;100127567_TGI_at;NM_001080410;FBXO41;F-box protein 41;0,00000075200000000000;1,257705803;0,067309469;1,131444804;0,103451797;0,648925345;1,044497639;0,755321916;0;0;NA;NA;NA
X100127581_TGI_at;100127581_TGI_at;AF086441;C21orf71;chromosome 21 open reading frame 71;0,00000029400000000000;0,800865771;0,000836876;0,862030543;0,004336418;0,856524137;0,953351242;0,913191298;0;0;NA;NA;NA
X100127614_TGI_at;100127614_TGI_at;NM_000521;HEXB;hexosaminidase B (beta polypeptide);0,00000000000011800000;1,442905037;2,64E-06;1,210556893;0,000115604;0,000137814;1,336553853;0,003701458;0;1;U2;U2;U1
X100127618_TGI_at;100127618_TGI_at;BC053553;NET1;neuroepithelial cell transforming 1;0,00000016100000000000;0,799120144;0,599565062;0,963499703;0,633780975;0,011395566;0,778298932;0,043251869;0;0;NA;NA;NA
X100127633_TGI_at;100127633_TGI_at;ENST00000378047;FGF1;fibroblast growth factor 1 (acidic);0,00000000448000000000;0,624438251;0,044206554;0,843001222;0,073860924;0,006670412;0,660555865;0,030279914;0;0;NA;NA;NA
X100127645_TGI_at;100127645_TGI_at;NM_004172;SLC1A3;solute carrier family 1 (glial high affinity glutamate transporter), member 3;0,00000000028100000000;1,744993844;0,248432889;1,10114887;0,297436554;0,209185181;1,189910627;0,337324278;0;0;NA;NA;NA
X100127703_TGI_at;100127703_TGI_at;ENST00000368682;FYN;FYN oncogene related to SRC, FGR, YES;0,00000000037600000000;0,719327136;0,091631188;0,903854396;0,131431829;0,512848122;1,084166418;0,646425302;0;0;NA;NA;NA
X100127714_TGI_at;100127714_TGI_at;NM_031426;AIF1L;allograft inflammatory factor 1-like;0,00000000000950000000;0,666593874;4,77E-05;0,772563516;0,000659239;0,235851277;0,822352035;0,368289083;0;0;NA;NA;NA
X100127746_TGI_at;100127746_TGI_at;AK023435;GVIN1;GTPase, very large interferon inducible 1;0,00000001800000000000;0,757440151;0,074386478;0,90054254;0,111406886;0,611187453;1,044652678;0,727019861;0;0;NA;NA;NA
X100127800_TGI_at;100127800_TGI_at;NM_020465;NDRG4;NDRG family member 4;0,00000002250000000000;0,699503366;0,000878456;0,742832343;0,004481384;0,772133359;1,015386405;0,852547385;0;0;NA;NA;NA
X100127826_TGI_at;100127826_TGI_at;AK025611;CCDC93;coiled-coil domain containing 93;0,00000000017700000000;1,67830811;0,005599921;1,167573551;0,016290801;0,331593893;0,893771095;0,472261209;0;0;NA;NA;NA
X100127847_TGI_at;100127847_TGI_at;NM_002020;FLT4;fms-related tyrosine kinase 4;0,00000012400000000000;0,693463817;0,026841265;0,830880346;0,050619894;0,888166261;1,000740912;0,935477078;0;0;NA;NA;NA
X100127892_TGI_at;100127892_TGI_at;ENST00000371276;TTC22;tetratricopeptide repeat domain 22;0,00000047700000000000;0,807971878;0,103678413;0,933273458;0,14471872;0,552010088;0,982128344;0,680615346;0;0;NA;NA;NA
X100127902_TGI_at;100127902_TGI_at;NM_001001290;SLC2A9;solute carrier family 2 (facilitated glucose transporter), member 9;0,00000000000021300000;1,792066587;2,40E-07;1,358818791;2,75E-05;0,001003293;1,380482697;0,009400035;0;1;U4;U1;U1
X100127955_TGI_at;100127955_TGI_at;N94992;ABI2;abl interactor 2;0,00000013500000000000;0,766311172;0,929255278;0,967881778;0,9359343;0,704079782;1,079438254;0,801288537;0;0;NA;NA;NA
X100127992_TGI_at;100127992_TGI_at;NM_032539;SLITRK2;SLIT and NTRK-like family, member 2;0,00000000000000051500;0,338937077;7,59E-06;0,554533678;0,000239953;0,052890615;0,661705521;0,126177982;0;0;NA;NA;NA
X100128015_TGI_at;100128015_TGI_at;NM_020957;PCDHB16;protocadherin beta 16;0,00000035200000000000;0,737896392;0,861315541;0,977928716;0,873236863;0,159283623;0,787755431;0,276600817;0;0;NA;NA;NA
X100128031_TGI_at;100128031_TGI_at;NM_003099;SNX1;sorting nexin 1;0,00000000000088500000;0,767902685;0,279577061;0,969461271;0,328380783;0,422282974;0,961004255;0,560904521;0;0;NA;NA;NA
X100128053_TGI_at;100128053_TGI_at;NM_021998;ZNF711;zinc finger protein 711;0,00000000420000000000;0,685599552;0,130370441;0,909588833;0,17406128;0,003250241;0,639340252;0,019115922;0;0;NA;NA;NA
X100128073_TGI_at;100128073_TGI_at;NM_003649;DDO;D-aspartate oxidase;0,00000000227000000000;1,520638907;0,019487139;1,205708449;0,04012637;0,001127468;1,408275695;0,010122083;0;1;U1;U1;U1
X100128088_TGI_at;100128088_TGI_at;NM_032918;RERG;RAS-like, estrogen-regulated, growth inhibitor;0,00000000848000000000;0,746460486;0,327348403;0,950617936;0,375326896;0,235851277;0,925361708;0,368289083;0;0;NA;NA;NA
X100128092_TGI_at;100128092_TGI_at;BC002326;MAPKAP1;mitogen-activated protein kinase associated protein 1;0,00000000005590000000;1,298395008;0,042303005;1,079929569;0,071383552;0,001710443;1,250334207;0,013125611;0;0;NA;NA;NA
X100128096_TGI_at;100128096_TGI_at;NM_000434;NEU1;sialidase 1 (lysosomal sialidase);0,00000000002500000000;1,290846887;0,00260307;1,144983372;0,009458504;5,09E-05;1,36339626;0,002079933;0;1;U1;U1;U2
X100128113_TGI_at;100128113_TGI_at;AW975990;ZNF704;zinc finger protein 704;0,00000123000000000000;0,769294622;0,772184822;0,992513539;0,792596077;0,402475181;1,115495855;0,542112532;0;0;NA;NA;NA
X100128132_TGI_at;100128132_TGI_at;NM_020190;OLFML3;olfactomedin-like 3;0,00000063000000000000;0,810446798;0,427597909;0,962609213;0,472615934;0,875109546;0,987596079;0,925961283;0;0;NA;NA;NA
X100128138_TGI_at;100128138_TGI_at;NM_058164;OLFM2;olfactomedin 2;0,00000000693000000000;1,628586024;5,38E-05;1,437405047;0,000715495;0,003446716;1,505893473;0,019661534;0;1;U1;U2;U1
X100128142_TGI_at;100128142_TGI_at;BC007710;SSR1;signal sequence receptor, alpha;0,00000000034900000000;1,318539592;0,070567589;1,062000706;0,107492378;0,709599351;1,041352701;0,803597578;0;0;NA;NA;NA
X100128157_TGI_at;100128157_TGI_at;NM_020421;ADCK1;aarF domain containing kinase 1;0,00000000505000000000;1,354674715;0,239165346;1,071999171;0,287837906;0,940656418;1,032787066;0,965520903;0;0;NA;NA;NA
X100128161_TGI_at;100128161_TGI_at;NM_005041;PRF1;perforin 1 (pore forming protein);0,00000032000000000000;0,724898342;0,263325785;0,923946084;0,312596318;0,611187453;0,97936268;0,727019861;0;0;NA;NA;NA
X100128192_TGI_at;100128192_TGI_at;NM_001100912;BEND7;BEN domain containing 7;0,00000001800000000000;0,799364592;0,066390252;0,913452739;0,102577076;0,291649909;0,93433457;0,430200301;0;0;NA;NA;NA
X100128198_TGI_at;100128198_TGI_at;NM_019055;ROBO4;roundabout homolog 4, magic roundabout (Drosophila);0,00000038300000000000;0,768066848;0,004916765;0,826491062;0,01494975;0,059459202;0,794792031;0,137945916;0;0;NA;NA;NA
X100128206_TGI_at;100128206_TGI_at;ENST00000333209;GPRIN3;GPRIN family member 3;0,00000000000000287000;1,861253018;2,58E-05;1,414748582;0,000460173;0,002195888;1,389198591;0,015318934;0;1;U8;U2;U1
X100128220_TGI_at;100128220_TGI_at;AK094703;LPHN3;latrophilin 3;0,00000050500000000000;0,639688378;0,347540305;0,902219711;0,394826366;0,534478464;0,910808294;0,664336324;0;0;NA;NA;NA
X100128223_TGI_at;100128223_TGI_at;NM_182947;;RhoA/RAC/CDC42 exchange factor;0,00000000164000000000;0,735572621;0,026274021;0,865468132;0,049929935;0,075602991;0,838211349;0,163426183;0;0;NA;NA;NA
X100128228_TGI_at;100128228_TGI_at;NM_004271;LY86;lymphocyte antigen 86;0,00000000006570000000;1,588822862;4,21E-05;1,375664875;0,000609621;3,34E-06;1,717171832;0,000832852;0;1;U3;U1;U1
X100128246_TGI_at;100128246_TGI_at;NM_177444;PPFIBP1;PTPRF interacting protein, binding protein 1 (liprin beta 1);0,00000007230000000000;0,745132312;0,002206741;0,873103089;0,008517757;0,203149235;0,905690938;0,330514884;0;0;NA;NA;NA
X100128247_TGI_at;100128247_TGI_at;AY426759;CLEC12A;C-type lectin domain family 12, member A;0,00000000001540000000;2,007200019;0,002115417;1,428412543;0,00829913;0,01262694;1,514882836;0,046447382;0;1;U2;U1;U1
X100128252_TGI_at;100128252_TGI_at;AL109691;;;0,00000091500000000000;1,296825148;0,015166146;1,199885842;0,033184309;0,093170847;1,269207317;0,188856657;0;0;NA;NA;NA
X100128253_TGI_at;100128253_TGI_at;NM_001039847;GPX4;glutathione peroxidase 4 (phospholipid hydroperoxidase);0,00000000234000000000;1,232988607;0,05989;1,058119936;0,094117683;0,00919586;1,248735691;0,038004115;0;0;NA;NA;NA
X100128259_TGI_at;100128259_TGI_at;AK075203;UBASH3B;ubiquitin associated and SH3 domain containing, B;0,00000000000162000000;2,237374356;9,17E-06;1,699732198;0,000259388;2,53E-06;2,285708709;0,000740535;1;1;U4;U2;U1
X100128300_TGI_at;100128300_TGI_at;NM_152637;METTL7B;methyltransferase like 7B;0,00000001780000000000;1,706409331;0,022744481;1,241982742;0,04508331;0,083615947;1,360401532;0,17510994;0;0;NA;NA;NA
X100128312_TGI_at;100128312_TGI_at;NM_005720;ARPC1B;actin related protein 2/3 complex, subunit 1B, 41kDa;0,00000040200000000000;1,204256627;0,680700863;1,015407058;0,709092518;0,004654763;1,213255096;0,023927113;0;0;NA;NA;NA
X100128316_TGI_at;100128316_TGI_at;AL579340;VPS33A;vacuolar protein sorting 33 homolog A (S. cerevisiae);0,00000003580000000000;1,229139622;0,023012864;1,111123931;0,045364196;0,023487994;1,204257488;0,070485851;0;0;NA;NA;NA
X100128320_TGI_at;100128320_TGI_at;NM_018099;FAR2;fatty acyl CoA reductase 2;0,00000000567000000000;1,519560226;0,015307647;1,218258189;0,033425844;0,021756187;1,394912766;0,067164932;0;0;NA;NA;NA
X100128350_TGI_at;100128350_TGI_at;N66243;;;0,00000013900000000000;0,727784706;0,067175755;0,874726107;0,103447061;0,132322651;0,84589285;0,242040809;0;0;NA;NA;NA
X100128370_TGI_at;100128370_TGI_at;NM_017923;01/mar;membrane-associated ring finger (C3HC4) 1;0,00000001510000000000;1,512393787;0,00389894;1,281998447;0,012604096;0,011420211;1,403014697;0,043251869;0;1;U2;U1;U1
X100128379_TGI_at;100128379_TGI_at;BU571191;;;0,00000004330000000000;0,738004502;0,484590791;0,925895425;0,525693746;0,057249107;0,790135762;0,133608886;0;0;NA;NA;NA
X100128400_TGI_at;100128400_TGI_at;NM_032683;;hypothetical protein MGC12972;0,00000006100000000000;1,276247231;0,857414887;0,996107552;0,870103332;0,365926162;1,071302087;0,503363219;0;0;NA;NA;NA
X100128411_TGI_at;100128411_TGI_at;NM_004104;FASN;fatty acid synthase;0,00000000000635000000;1,37347446;0,028051873;1,136957412;0,052351584;0,001558392;1,453229018;0,012371173;0;0;NA;NA;NA
X100128418_TGI_at;100128418_TGI_at;AL833212;;hypothetical protein LOC286191;0,00000024500000000000;0,747283754;0,004342205;0,843735503;0,013640279;0,009303521;0,740834098;0,038004115;0;1;D2;D1;D1
X100128435_TGI_at;100128435_TGI_at;BC026299;;;0,00000000549000000000;1,365655196;0,091296611;1,105731249;0,131185456;0,003797214;1,478497867;0,021100725;0;0;NA;NA;NA
X100128438_TGI_at;100128438_TGI_at;AK223417;ME1;malic enzyme 1, NADP(+)-dependent, cytosolic;0,00000001350000000000;1,392692888;0,002352669;1,258617657;0,008827302;0,083538037;1,260994972;0,17510994;0;0;NA;NA;NA
X100128449_TGI_at;100128449_TGI_at;NM_023926;ZSCAN18;zinc finger and SCAN domain containing 18;0,00000001810000000000;0,788725128;0,00478784;0,874650018;0,014585264;0,152409103;0,913141672;0,268716924;0;0;NA;NA;NA
X100128458_TGI_at;100128458_TGI_at;NM_001085423;C17orf60;chromosome 17 open reading frame 60;0,00000000008210000000;1,576106061;0,265249548;1,091231184;0,314532485;0,010855277;1,322418794;0,041904859;0;0;NA;NA;NA
X100128523_TGI_at;100128523_TGI_at;AK225124;GALNT6;UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6);0,00000000397000000000;1,581405117;0,155076368;1,161085978;0,200084522;0,149505026;1,175628667;0,264174725;0;0;NA;NA;NA
X100128527_TGI_at;100128527_TGI_at;AK024964;NFIA;nuclear factor I/A;0,00000000021500000000;0,832318328;0,090534847;0,93043563;0,13033267;0,870075594;0,977635687;0,924580824;0;0;NA;NA;NA
X100128592_TGI_at;100128592_TGI_at;NM_015144;ZCCHC14;zinc finger, CCHC domain containing 14;0,00000000003020000000;0,819248151;0,327348403;0,975485965;0,375326896;0,299373904;0,937544596;0,437985516;0;0;NA;NA;NA
X100128601_TGI_at;100128601_TGI_at;NM_018125;ARHGEF10L;Rho guanine nucleotide exchange factor (GEF) 10-like;0,00000000030900000000;1,368477373;0,10333299;1,092615033;0,144549578;0,37483693;1,099890618;0,511473085;0;0;NA;NA;NA
X100128635_TGI_at;100128635_TGI_at;NM_001003792;RBMS3;RNA binding motif, single stranded interacting protein;0,00000001180000000000;0,785418296;0,00542123;0,87617537;0,015927644;0,149505026;0,900186907;0,264174725;0;0;NA;NA;NA
X100128639_TGI_at;100128639_TGI_at;BG716691;MACF1;microtubule-actin crosslinking factor 1;0,00000000000410000000;0,775027553;0,013452035;0,918766636;0,030302638;0,823248705;0,997177476;0,88918585;0;0;NA;NA;NA
X100128644_TGI_at;100128644_TGI_at;NM_002423;MMP7;matrix metallopeptidase 7 (matrilysin, uterine);0,00000106000000000000;1,66655458;0,000836876;1,57975112;0,004336418;0,036535061;1,613543761;0,096439395;0;0;NA;NA;NA
X100128713_TGI_at;100128713_TGI_at;NM_004957;FPGS;folylpolyglutamate synthase;0,00000000089200000000;1,249774826;0,344915099;1,040102882;0,392397233;0,144787165;1,093436019;0,25853132;0;0;NA;NA;NA
X100128729_TGI_at;100128729_TGI_at;NM_001042472;ABHD12;abhydrolase domain containing 12;0,00000000000005640000;1,504635811;0,00097408;1,164947714;0,004742384;0,002645386;1,327635675;0,017224404;0;1;U5;U1;U1
X100128750_TGI_at;100128750_TGI_at;ENST00000323669;DDHD1;DDHD domain containing 1;0,00000000008220000000;1,452525396;2,60E-06;1,328892207;0,000115604;0,038082294;1,335852781;0,099545202;0;0;NA;NA;NA
X100128767_TGI_at;100128767_TGI_at;NM_000066;C8B;complement component 8, beta polypeptide;0,00000000995000000000;0,446808401;0,025892963;0,688190419;0,049468299;0,590451681;0,911604985;0,709819384;0;0;NA;NA;NA
X100128782_TGI_at;100128782_TGI_at;BM981759;OTUD7B;OTU domain containing 7B;0,00000000214000000000;0,81687973;0,05989;0,917798145;0,094117683;0,583057317;0,999883468;0,704873868;0;0;NA;NA;NA
X100128791_TGI_at;100128791_TGI_at;BC014528;ASB1;ankyrin repeat and SOCS box-containing 1;0,00000000995000000000;1,250766481;0,489692738;1,040671559;0,530335919;0,221636126;1,059449806;0,351888292;0;0;NA;NA;NA
X100128795_TGI_at;100128795_TGI_at;NM_018660;ZNF395;zinc finger protein 395;0,00000000297000000000;0,821254966;0,023356949;0,91335164;0,045707011;0,122857837;0,913684139;0,229149774;0;0;NA;NA;NA
X100128796_TGI_at;100128796_TGI_at;NM_020335;VANGL2;vang-like 2 (van gogh, Drosophila);0,00000001360000000000;0,74819871;0,584873976;0,973981138;0,619267025;0,029393816;0,826046757;0,083541684;0;0;NA;NA;NA
X100128799_TGI_at;100128799_TGI_at;NM_031471;FERMT3;fermitin family homolog 3 (Drosophila);0,00000000008480000000;1,479184499;0,004102979;1,152274712;0,013054196;0,000446526;1,348907433;0,006049403;0;1;U1;U1;U1
X100128852_TGI_at;100128852_TGI_at;NM_006675;TSPAN9;tetraspanin 9;0,00000000002710000000;0,761151249;0,001850312;0,863439772;0,007561703;0,200000657;0,928131027;0,328951158;0;0;NA;NA;NA
X100128891_TGI_at;100128891_TGI_at;NM_003304;TRPC1;transient receptor potential cation channel, subfamily C, member 1;0,00000000025000000000;0,713615132;0,221471345;0,961857541;0,270584588;0,032083057;0,767327455;0,088319445;0;0;NA;NA;NA
X100128911_TGI_at;100128911_TGI_at;AA772427;GRK5;G protein-coupled receptor kinase 5;0,00000040000000000000;0,786133305;0,103915228;0,918641904;0,14473586;0,054500465;1,254560226;0,128784177;0;0;NA;NA;NA
X100128941_TGI_at;100128941_TGI_at;NM_173502;PRSS36;protease, serine, 36;0,00000000115000000000;1,341318802;0,424269133;1,038055393;0,46925855;0,01262694;1,220928328;0,046447382;0;0;NA;NA;NA
X100128943_TGI_at;100128943_TGI_at;NM_031941;USHBP1;Usher syndrome 1C binding protein 1;0,00000001230000000000;0,682146241;0,001151774;0,766922222;0,005338446;0,772133359;0,996969179;0,852547385;0;0;NA;NA;NA
X100128959_TGI_at;100128959_TGI_at;DQ892055;DPT;dermatopontin;0,00000000010300000000;0,594628193;0,373099534;0,837905659;0,420307514;0,515167818;0,906151179;0,649064713;0;0;NA;NA;NA
X100128990_TGI_at;100128990_TGI_at;NM_002560;P2RX4;purinergic receptor P2X, ligand-gated ion channel, 4;0,00000000033900000000;1,360342609;0,584873976;1,039293013;0,619267025;0,023487994;1,233324021;0,070485851;0;0;NA;NA;NA
X100129003_TGI_at;100129003_TGI_at;NM_198471;KANK3;KN motif and ankyrin repeat domains 3;0,00000000000792000000;0,670528153;0,000169682;0,789782006;0,001435503;0,039901467;0,823016539;0,101661999;0;0;NA;NA;NA
X100129016_TGI_at;100129016_TGI_at;NM_004846;EIF4E2;eukaryotic translation initiation factor 4E family member 2;0,00000000133000000000;1,228942602;0,013019646;1,072777975;0,029735334;0,015517157;1,143009079;0,052959853;0;0;NA;NA;NA
X100129043_TGI_at;100129043_TGI_at;NM_002990;CCL22;chemokine (C-C motif) ligand 22;0,00000000000117000000;2,0156428;0,002156011;1,457876777;0,008418916;0,011460375;1,466396606;0,04335304;0;1;U2;U1;U1
X100129078_TGI_at;100129078_TGI_at;NM_001449;FHL1;four and a half LIM domains 1;0,00000027900000000000;0,81409521;0,341639607;0,966707747;0,389948125;0,096726005;0,920521122;0,193392487;0;0;NA;NA;NA
X100129095_TGI_at;100129095_TGI_at;NM_148957;TNFRSF19;tumor necrosis factor receptor superfamily, member 19;0,00000000288000000000;0,668452027;0,013452035;0,830962395;0,030302638;0,016136566;0,769073972;0,054745423;0;0;NA;NA;NA
X100129120_TGI_at;100129120_TGI_at;NM_003234;TFRC;transferrin receptor (p90, CD71);0,00000001610000000000;1,418223423;1,55E-05;1,266386941;0,000343627;0,010806794;1,342552048;0,041904859;0;1;U2;U3;U1
X100129132_TGI_at;100129132_TGI_at;BM679607;TRMT6;tRNA methyltransferase 6 homolog (S. cerevisiae);0,00000026000000000000;1,297588459;0,13209773;1,091118683;0,175784882;0,159283623;1,195079324;0,276600817;0;0;NA;NA;NA
X100129151_TGI_at;100129151_TGI_at;NM_012484;HMMR;hyaluronan-mediated motility receptor (RHAMM);0,00000101000000000000;1,585454667;0,038556734;1,284966711;0,066524815;0,16275398;1,095890241;0,281112582;0;0;NA;NA;NA
X100129173_TGI_at;100129173_TGI_at;NM_014614;PSME4;proteasome (prosome, macropain) activator subunit 4;0,00000000076500000000;1,241698172;0,009104568;1,079113064;0,023054415;0,440813265;1,046003864;0,5787133;0;0;NA;NA;NA
X100129176_TGI_at;100129176_TGI_at;AK226124;CTNND2;catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein);0,00000000000558000000;0,586486528;0,151032647;0,844246056;0,19565041;0,096726246;1,368513497;0,193392487;0;0;NA;NA;NA
X100129180_TGI_at;100129180_TGI_at;NM_145871;GSTZ1;glutathione transferase zeta 1;0,00000002580000000000;1,249155514;0,167985773;1,07814039;0,213745814;0,011420211;1,17868752;0,043251869;0;0;NA;NA;NA
X100129197_TGI_at;100129197_TGI_at;NM_052839;PANX2;pannexin 2;0,00000000006140000000;1,645807795;0,00314995;1,252370646;0,010858063;0,010855277;1,226222463;0,041904859;0;1;U1;U1;U1
X100129200_TGI_at;100129200_TGI_at;NM_021146;ANGPTL7;angiopoietin-like 7;0,00000000000753000000;0,563296749;0,004961603;0,759285007;0,015057672;0,115439964;0,85793138;0,219635776;0;0;NA;NA;NA
X100129230_TGI_at;100129230_TGI_at;NM_018212;ENAH;enabled homolog (Drosophila);0,00000000002400000000;0,753429813;0,002804499;0,850743859;0,009954736;0,57904816;0,929512577;0,700552635;0;0;NA;NA;NA
X100129234_TGI_at;100129234_TGI_at;AI822141;CCBE1;collagen and calcium binding EGF domains 1;0,00000016400000000000;0,731571451;0,041724775;0,792521167;0,0706297;0,093170847;1,290836838;0,188856657;0;0;NA;NA;NA
X100129242_TGI_at;100129242_TGI_at;BC111089;;;0,00000000016000000000;1,514668238;0,024347842;1,148543463;0,047301444;0,009303521;1,288321066;0,038004115;0;1;U2;U1;U1
X100129257_TGI_at;100129257_TGI_at;NM_080725;SRXN1;sulfiredoxin 1 homolog (S. cerevisiae);0,00000005160000000000;1,35514969;0,002033673;1,192009438;0,008096077;0,001284943;1,32701812;0,011043654;0;1;U1;U1;U1
X100129261_TGI_at;100129261_TGI_at;ENST00000375250;ARHGAP12;Rho GTPase activating protein 12;0,00000120000000000000;0,799138675;0,716067694;0,978743834;0,740656668;0,031382101;0,882731226;0,087495254;0;0;NA;NA;NA
X100129264_TGI_at;100129264_TGI_at;CN292360;FAM89A;family with sequence similarity 89, member A;0,00000000054200000000;1,461475867;0,012813633;1,195602484;0,029356114;0,017119128;1,333406183;0,056940092;0;0;NA;NA;NA
X100129269_TGI_at;100129269_TGI_at;BC101550;TPRG1;tumor protein p63 regulated 1;0,00000000003440000000;1,398526183;1,36E-06;1,345290135;7,66E-05;0,106626206;1,12170542;0,208174617;0;0;NA;NA;NA
X100129292_TGI_at;100129292_TGI_at;NM_007113;TCHH;trichohyalin;0,00000007660000000000;1,531243716;1,05E-06;1,511201601;6,67E-05;0,780651618;1,032542044;0,859890692;0;0;NA;NA;NA
X100129302_TGI_at;100129302_TGI_at;AK023266;MOBKL2B;MOB1, Mps One Binder kinase activator-like 2B (yeast);0,00000000000562000000;1,429270552;0,003717817;1,234331266;0,012227066;0,010855277;1,236864214;0,041904859;0;1;U2;U1;U1
X100129312_TGI_at;100129312_TGI_at;NM_003637;ITGA10;integrin, alpha 10;0,00000000000536000000;0,60461502;0,000589932;0,738463656;0,003413558;0,039046711;0,673012737;0,101245011;0;0;NA;NA;NA
X100129324_TGI_at;100129324_TGI_at;NM_053054;CATSPER1;cation channel, sperm associated 1;0,00000000000015800000;1,747893139;0,000316514;1,335277853;0,002193817;0,002062001;1,457472367;0,014968787;0;1;U1;U1;U1
X100129328_TGI_at;100129328_TGI_at;NM_031301;APH1B;anterior pharynx defective 1 homolog B (C. elegans);0,00000000000002790000;1,395866428;0,013921454;1,08218492;0,031051104;7,79E-05;1,274342597;0,002727399;0;1;U6;U1;U1
X100129335_TGI_at;100129335_TGI_at;BX103595;ITPR2;inositol 1,4,5-triphosphate receptor, type 2;0,00000000000038800000;3,546514912;2,39E-08;2,785108277;5,14E-06;0,005891727;1,624916883;0,027802396;0;1;U1;U2;U1
X100129344_TGI_at;100129344_TGI_at;NM_000577;IL1RN;interleukin 1 receptor antagonist;0,00000000296000000000;1,763554911;0,087025521;1,215680742;0,126286922;0,003446716;1,651056834;0,019661534;0;0;NA;NA;NA
X100129357_TGI_at;100129357_TGI_at;NM_003982;SLC7A7;solute carrier family 7 (cationic amino acid transporter, y+ system), member 7;0,00000000000258000000;1,356462749;0,069359792;1,103150767;0,10594626;0,001950454;1,362520322;0,014451293;0;0;NA;NA;NA
X100129366_TGI_at;100129366_TGI_at;NM_020813;ZNF471;zinc finger protein 471;0,00000007230000000000;0,763974373;0,006722851;0,857022859;0,01856705;0,032083057;0,837232886;0,088319445;0;0;NA;NA;NA
X100129372_TGI_at;100129372_TGI_at;NM_197948;CLEC7A;C-type lectin domain family 7, member A;0,00000000000262000000;1,351983423;0,030634664;1,120772581;0,05590913;0,010855277;1,266393266;0,041904859;0;0;NA;NA;NA
X100129373_TGI_at;100129373_TGI_at;NM_000499;CYP1A1;cytochrome P450, family 1, subfamily A, polypeptide 1;0,00000000000002430000;2,335691956;0,000640844;1,877952045;0,003626088;0,053887745;1,214994219;0,12789411;0;0;NA;NA;NA
X100129382_TGI_at;100129382_TGI_at;CA429938;;;0,00000000084800000000;0,69889425;0,005190221;0,803939197;0,015488965;0,450742398;0,926246973;0,587204022;0;0;NA;NA;NA
X100129386_TGI_at;100129386_TGI_at;BC017327;FERMT2;fermitin family homolog 2 (Drosophila);0,00000000083900000000;0,773816281;0,128323273;0,914740284;0,17161241;0,119496494;0,900134536;0,225094798;0;0;NA;NA;NA
